"Customer ID","Recency","Frequency","Monetary","AvgOrderValue","AvgQuantity","TotalQuantity","OutlierOrders","Country","Churn","HighValue","Segment","CountryGroup"
"13377",306.020833333333,2,1552.88,776.44,9.58974358974359,748,1,"United Kingdom",1,0,1,"United Kingdom"
"13379",46.0166666666667,1,136.29,136.29,12.7692307692308,166,0,"United Kingdom",0,0,3,"United Kingdom"
"13380",342.105555555556,1,62.4,62.4,16,48,0,"United Kingdom",1,0,1,"United Kingdom"
"13381",22.9604166666667,10,7046.39,704.639,14.49,4347,19,"United Kingdom",0,1,3,"United Kingdom"
"13382",190.115972222222,5,1387.58,277.516,10.0348837209302,863,0,"United Kingdom",1,0,3,"United Kingdom"
"13383",453.045138888889,1,305.28,305.28,288,288,1,"United Kingdom",1,0,1,"United Kingdom"
"13384",38.1319444444444,6,4284.74,714.123333333333,14.9569892473118,2782,16,"United Kingdom",0,1,3,"United Kingdom"
"13385",239.123611111111,1,534.57,534.57,8.02857142857143,281,0,"United Kingdom",1,0,1,"United Kingdom"
"13386",323.998611111111,2,835.46,417.73,16.5806451612903,514,4,"United Kingdom",1,0,1,"United Kingdom"
"13387",326.946527777778,1,186.94,186.94,1.73239436619718,123,0,"United Kingdom",1,0,1,"United Kingdom"
"13388",40.9986111111111,3,1185.65,395.216666666667,10.1594202898551,701,5,"United Kingdom",1,0,3,"United Kingdom"
"13389",142.026388888889,1,257.89,257.89,6.38888888888889,115,0,"United Kingdom",0,0,3,"United Kingdom"
"13391",113.083333333333,1,59.8,59.8,4,4,0,"United Kingdom",1,0,3,"United Kingdom"
"13392",586.969444444444,1,91.14,91.14,10.25,82,0,"United Kingdom",1,0,1,"United Kingdom"
"13393",493.136111111111,4,1131.45,282.8625,9.59420289855072,662,3,"United Kingdom",1,0,1,"United Kingdom"
"13394",25.1423611111111,16,5645.13,352.820625,12.7134670487106,4437,21,"United Kingdom",0,1,3,"United Kingdom"
"13395",94.9069444444444,3,1180.23,393.41,20.4938271604938,1660,7,"United Kingdom",1,0,3,"United Kingdom"
"13396",228.967361111111,1,387.27,387.27,9.26666666666667,139,0,"United Kingdom",0,0,3,"United Kingdom"
"13397",20.05625,9,2875.93,319.547777777778,15.8,1264,4,"United Kingdom",0,1,3,"United Kingdom"
"13398",101.98125,2,670.34,335.17,8.74358974358974,341,1,"United Kingdom",1,0,3,"United Kingdom"
"13399",373.952083333333,3,275.4,91.8,8,120,0,"United Kingdom",1,0,1,"United Kingdom"
"13400",492.159722222222,1,310.83,310.83,12.3478260869565,284,1,"United Kingdom",1,0,1,"United Kingdom"
"13402",36.8743055555556,4,1226.85,306.7125,11.6075949367089,917,1,"United Kingdom",1,0,3,"United Kingdom"
"13403",297.05,2,154.5,77.25,11.6666666666667,70,0,"United Kingdom",0,0,1,"United Kingdom"
"13404",122.036805555556,1,217.81,217.81,11,99,0,"United Kingdom",0,0,3,"United Kingdom"
"13405",113.846527777778,5,1198.81,239.762,20.8048780487805,853,2,"United Kingdom",0,0,3,"United Kingdom"
"13406",336.920833333333,2,568.92,284.46,32.4444444444444,292,6,"United Kingdom",1,0,1,"United Kingdom"
"13407",488.00625,3,2244.7,748.233333333333,19.8823529411765,1690,13,"United Kingdom",1,0,1,"United Kingdom"
"13408",9.09166666666667,85,39894.422,469.346141176471,34.5617469879518,22949,292,"United Kingdom",0,1,2,"United Kingdom"
"13410",96.8736111111111,7,1743.94,249.134285714286,27.7297297297297,1026,10,"United Kingdom",0,0,3,"United Kingdom"
"13411",16.9534722222222,1,213.55,213.55,4,72,0,"United Kingdom",1,0,3,"United Kingdom"
"13412",529.848611111111,1,487.35,487.35,5.17647058823529,176,0,"United Kingdom",1,0,1,"United Kingdom"
"13413",549.022916666667,6,429.44,71.5733333333333,10.5813953488372,455,4,"United Kingdom",1,0,1,"United Kingdom"
"13414",43.0451388888889,6,2494.14,415.69,49.1272727272727,2702,6,"United Kingdom",1,0,3,"United Kingdom"
"13415",382.05,4,784.17,196.0425,4.91089108910891,496,4,"United Kingdom",1,0,1,"United Kingdom"
"13416",645.991666666667,1,228.3,228.3,9.42857142857143,66,0,"United Kingdom",0,0,1,"United Kingdom"
"13417",114.85,5,1264.66,252.932,7.49152542372881,442,0,"United Kingdom",0,0,3,"United Kingdom"
"13418",8.12986111111111,28,10176.36,363.441428571429,13.6728778467909,6604,24,"United Kingdom",0,1,2,"United Kingdom"
"13420",59.1680555555556,2,159.85,79.925,12.625,101,0,"United Kingdom",1,0,3,"United Kingdom"
"13421",199.877777777778,7,3050.08,435.725714285714,7.56828193832599,1718,9,"United Kingdom",0,1,3,"United Kingdom"
"13423",338.158333333333,1,217.03,217.03,11.75,141,0,"United Kingdom",1,0,1,"United Kingdom"
"13424",359.084027777778,1,572.77,572.77,13.225,529,0,"United Kingdom",1,0,1,"United Kingdom"
"13425",17.8173611111111,5,3390.43,678.086,13.3220338983051,2358,14,"United Kingdom",1,1,3,"United Kingdom"
"13426",92.14375,17,6084.74,357.925882352941,14.2081784386617,3822,14,"United Kingdom",0,1,3,"United Kingdom"
"13427",29.9979166666667,5,888.79,177.758,16.6521739130435,766,5,"United Kingdom",0,0,3,"United Kingdom"
"13428",423.970138888889,2,276.76,138.38,3.05970149253731,205,0,"United Kingdom",0,0,1,"United Kingdom"
"13431",315.945138888889,6,2047.14,341.19,10.8192771084337,898,5,"United Kingdom",0,0,1,"United Kingdom"
"13432",480.980555555556,2,439.1,219.55,1.95495495495495,217,0,"United Kingdom",1,0,1,"United Kingdom"
"13433",410.829861111111,4,658.32,164.58,7.91666666666667,190,0,"United Kingdom",1,0,1,"United Kingdom"
"13434",6.09375,4,1205.46,301.365,20.8,624,7,"United Kingdom",0,0,3,"United Kingdom"
"13435",19.9631944444444,5,1725.56,345.112,17.8705882352941,1519,16,"United Kingdom",0,0,3,"United Kingdom"
"13437",8.77083333333333,4,2173.6,543.4,5.74166666666667,689,0,"United Kingdom",0,0,3,"United Kingdom"
"13438",456.752777777778,1,46.5,46.5,10,10,0,"United Kingdom",1,0,1,"United Kingdom"
"13439",164.9375,3,986.61,328.87,5.70059880239521,952,5,"United Kingdom",1,0,3,"United Kingdom"
"13440",332.985416666667,7,1295.25,185.035714285714,9.71186440677966,573,0,"United Kingdom",1,0,1,"United Kingdom"
"13441",1.13333333333333,2,720.9,360.45,13.6842105263158,520,5,"United Kingdom",1,0,3,"United Kingdom"
"13442",576.949305555556,3,419.87,139.956666666667,3.02631578947368,115,1,"United Kingdom",1,0,1,"United Kingdom"
"13443",358.013194444444,6,1273.16,212.193333333333,4.025,805,3,"United Kingdom",1,0,1,"United Kingdom"
"13444",283.991666666667,2,619.08,309.54,5.80701754385965,331,1,"United Kingdom",1,0,1,"United Kingdom"
"13445",535.886111111111,1,241.9,241.9,28.2857142857143,198,3,"United Kingdom",1,0,1,"United Kingdom"
"13446",339.749305555556,11,3881.89,352.899090909091,12.515625,2403,11,"United Kingdom",1,1,1,"United Kingdom"
"13448",128.039583333333,11,6634.5,603.136363636364,7.96829268292683,3267,8,"United Kingdom",0,1,3,"United Kingdom"
"13450",34.1013888888889,11,3497.78,317.98,30.3025210084034,3606,37,"United Kingdom",0,1,3,"United Kingdom"
"13451",35.8381944444444,10,6577.3,657.73,5.08823529411765,4844,4,"United Kingdom",0,1,3,"United Kingdom"
"13452",168.938194444444,3,729.8,243.266666666667,2,6,0,"United Kingdom",1,0,3,"United Kingdom"
"13453",75.1361111111111,3,781.69,260.563333333333,8.525,341,0,"United Kingdom",1,0,3,"United Kingdom"
"13454",550.923611111111,1,219.87,219.87,8.60869565217391,198,0,"United Kingdom",1,0,1,"United Kingdom"
"13455",275.985416666667,5,1847.59,369.518,6.43877551020408,631,0,"United Kingdom",0,0,1,"United Kingdom"
"13456",64.9569444444444,3,855.06,285.02,11.3478260869565,261,2,"United Kingdom",0,0,3,"United Kingdom"
"13457",598.168055555556,2,148.22,74.11,10.6666666666667,96,0,"United Kingdom",1,0,1,"United Kingdom"
"13458",9.00277777777778,12,9991.12,832.593333333333,14.6151898734177,5773,25,"United Kingdom",0,1,3,"United Kingdom"
"13459",534.101388888889,2,1160.41,580.205,13.5068493150685,986,3,"United Kingdom",1,0,1,"United Kingdom"
"13461",48.0541666666667,5,3599.2,719.84,53.8076923076923,2798,31,"United Kingdom",0,1,3,"United Kingdom"
"13462",162.0625,5,1153.85,230.77,9.8169014084507,697,0,"United Kingdom",1,0,3,"United Kingdom"
"13464",304.018055555556,5,2422.96,484.592,9.42727272727273,1037,0,"United Kingdom",0,0,1,"United Kingdom"
"13465",355.900694444444,2,931.12,465.56,17.1764705882353,584,1,"United Kingdom",1,0,1,"United Kingdom"
"13466",93.8409722222222,5,1013.35,202.67,12,660,3,"United Kingdom",1,0,3,"United Kingdom"
"13468",2.08194444444444,64,11827.33,184.80203125,8.03154574132492,5092,15,"United Kingdom",0,1,2,"United Kingdom"
"13469",562.907638888889,1,82.4,82.4,8.66666666666667,52,0,"United Kingdom",1,0,1,"United Kingdom"
"13470",8.91180555555556,2,165,82.5,10,100,0,"United Kingdom",1,0,3,"United Kingdom"
"13472",373.13125,2,592.24,296.12,11.0714285714286,310,0,"United Kingdom",1,0,1,"United Kingdom"
"13473",242.170138888889,7,2476.38,353.768571428571,15.2786885245902,932,9,"United Kingdom",0,0,3,"United Kingdom"
"13474",145.95625,3,646.59,215.53,2.52380952380952,318,0,"United Kingdom",1,0,3,"United Kingdom"
"13475",100.956944444444,4,1431.78,357.945,11.7674418604651,1012,1,"United Kingdom",1,0,3,"United Kingdom"
"13476",88.0347222222222,5,2061.47,412.294,6.72641509433962,713,2,"United Kingdom",1,0,3,"United Kingdom"
"13477",47.98125,9,2264.14,251.571111111111,13.3543307086614,1696,11,"United Kingdom",0,0,3,"United Kingdom"
"13478",378.977083333333,5,2215.78,443.156,9.512,1189,6,"United Kingdom",1,0,1,"United Kingdom"
"13479",110.086805555556,4,851.37,212.8425,13.5094339622642,716,6,"United Kingdom",1,0,3,"United Kingdom"
"13480",326.039583333333,2,627.82,313.91,8.82926829268293,362,1,"United Kingdom",1,0,1,"United Kingdom"
"13481",17.9736111111111,10,3387.61,338.761,9.00507614213198,1774,2,"United Kingdom",0,1,3,"United Kingdom"
"13482",141.824305555556,2,336.09,168.045,9.35,187,0,"United Kingdom",1,0,3,"United Kingdom"
"13484",150.847222222222,3,790.72,263.573333333333,5.74358974358974,224,0,"United Kingdom",1,0,3,"United Kingdom"
"13485",142.952777777778,11,3019.22,274.474545454545,11.379746835443,1798,9,"United Kingdom",1,1,3,"United Kingdom"
"13486",37.9861111111111,2,819.61,409.805,10.1730769230769,529,1,"United Kingdom",0,0,3,"United Kingdom"
"13487",122.854861111111,4,680.27,170.0675,7.94871794871795,310,0,"United Kingdom",0,0,3,"United Kingdom"
"13488",30.0979166666667,19,11834.03,622.843684210526,10.8152753108348,6089,22,"United Kingdom",0,1,2,"United Kingdom"
"13489",14.9819444444444,4,449.52,112.38,40,560,3,"United Kingdom",1,0,3,"United Kingdom"
"13490",563.918055555556,1,154.25,154.25,3.125,25,0,"United Kingdom",1,0,1,"United Kingdom"
"13491",57.1597222222222,26,4340.29,166.934230769231,8.92490118577075,2258,3,"United Kingdom",0,1,2,"United Kingdom"
"13492",45.9340277777778,3,1269.84,423.28,8.16,408,0,"Switzerland",1,0,3,"Other"
"13493",184.885416666667,2,618.63,309.315,47.5,380,4,"Switzerland",1,0,3,"Other"
"13494",221.036111111111,1,316.26,316.26,9,162,1,"United Kingdom",1,0,3,"United Kingdom"
"13495",141.899305555556,8,3890.87,486.35875,18.7699115044248,2121,16,"United Kingdom",0,1,3,"United Kingdom"
"13496",269.10625,1,501.01,501.01,8.80769230769231,229,0,"United Kingdom",0,0,1,"United Kingdom"
"13497",192.156944444444,6,1166.83,194.471666666667,9.05172413793103,525,0,"United Kingdom",1,0,3,"United Kingdom"
"13498",639.891666666667,1,327.38,327.38,21.2941176470588,362,5,"United Kingdom",1,0,1,"United Kingdom"
"13499",134.910416666667,2,463.79,231.895,12.6190476190476,265,1,"United Kingdom",0,0,3,"United Kingdom"
"13500",32.0208333333333,2,625.93,312.965,8.925,357,0,"United Kingdom",0,0,3,"United Kingdom"
"13501",197.74375,3,2885.11,961.703333333333,10.9912280701754,1253,7,"Switzerland",1,1,3,"Other"
"13502",184.173611111111,4,677.66,169.415,14,336,1,"United Kingdom",0,0,3,"United Kingdom"
"13503",388.98125,5,1642.39,328.478,4.98255813953488,857,0,"United Kingdom",0,0,1,"United Kingdom"
"13505",76.0097222222222,3,2583.12,861.04,10.2520325203252,1261,3,"Switzerland",0,0,3,"Other"
"13506",225.95625,5,1338.08,267.616,11.6296296296296,942,6,"United Kingdom",1,0,3,"United Kingdom"
"13507",7.87847222222222,3,2022.79,674.263333333333,9.46875,1212,2,"United Kingdom",0,0,3,"United Kingdom"
"13508",153.036111111111,2,287.05,143.525,6.42857142857143,180,3,"United Kingdom",1,0,3,"United Kingdom"
"13509",9.18402777777778,6,840.02,140.003333333333,25.1944444444444,907,6,"United Kingdom",0,0,3,"United Kingdom"
"13510",4.94375,9,3664.54,407.171111111111,10.2170212765957,2401,5,"United Kingdom",0,1,3,"United Kingdom"
"13511",586.027777777778,1,282.76,282.76,12,60,0,"United Kingdom",1,0,1,"United Kingdom"
"13512",170.115972222222,4,713.39,178.3475,10.7435897435897,419,1,"United Kingdom",1,0,3,"United Kingdom"
"13513",36.0416666666667,3,824.59,274.863333333333,9.1,364,1,"United Kingdom",1,0,3,"United Kingdom"
"13514",338.027777777778,3,663.7,221.233333333333,14.5882352941176,248,2,"United Kingdom",0,0,1,"United Kingdom"
"13515",26.9784722222222,5,898.66,179.732,11.75,611,1,"United Kingdom",0,0,3,"United Kingdom"
"13516",148.072222222222,2,441.85,220.925,7.70833333333333,185,0,"United Kingdom",0,0,3,"United Kingdom"
"13517",16.0486111111111,2,1612.18,806.09,9.08333333333333,981,1,"United Kingdom",0,0,3,"United Kingdom"
"13519",352.045138888889,1,220.46,220.46,10,110,0,"United Kingdom",0,0,1,"United Kingdom"
"13520",47.0194444444444,10,5929.63,592.963,15.9662921348315,2842,18,"Switzerland",0,1,3,"Other"
"13523",109.165972222222,4,2938.93,734.7325,8.12977099236641,1065,2,"United Kingdom",0,1,3,"United Kingdom"
"13524",11.0034722222222,3,408.86,136.286666666667,10.3888888888889,187,1,"United Kingdom",0,0,3,"United Kingdom"
"13525",157.884722222222,1,282.88,282.88,104,208,2,"United Kingdom",0,0,3,"United Kingdom"
"13526",647.984027777778,2,1182,591,43.4318181818182,1911,16,"United Kingdom",1,0,1,"United Kingdom"
"13527",14.9777777777778,9,3661.45,406.827777777778,6.5943661971831,2341,7,"United Kingdom",0,1,3,"United Kingdom"
"13529",114.041666666667,1,181.1,181.1,4.28571428571429,30,0,"United Kingdom",0,0,3,"United Kingdom"
"13530",543.944444444444,1,402.98,402.98,15.1111111111111,272,1,"United Kingdom",1,0,1,"United Kingdom"
"13531",114.829166666667,6,1433.07,238.845,6.62666666666667,497,0,"United Kingdom",1,0,3,"United Kingdom"
"13533",92.0388888888889,3,269.09,89.6966666666667,2.69333333333333,202,0,"United Kingdom",1,0,3,"United Kingdom"
"13534",17.0930555555556,31,6222.35,200.720967741935,9.54545454545454,3150,1,"United Kingdom",0,1,2,"United Kingdom"
"13535",312.042361111111,1,89.5,89.5,10,10,0,"United Kingdom",1,0,1,"United Kingdom"
"13537",335.003472222222,2,717.85,358.925,8.02380952380952,337,0,"United Kingdom",1,0,1,"United Kingdom"
"13538",3.98541666666667,11,2813.03,255.73,6.72262773722628,921,4,"United Kingdom",0,1,3,"United Kingdom"
"13539",149.961805555556,6,1253.67,208.945,8.87142857142857,621,1,"United Kingdom",0,0,3,"United Kingdom"
"13540",376.9375,3,632.39,210.796666666667,5.90625,189,0,"United Kingdom",1,0,1,"United Kingdom"
"13541",336.842361111111,2,785.25,392.625,27.9,279,3,"United Kingdom",1,0,1,"United Kingdom"
"13542",286.059722222222,17,3959.49,232.911176470588,2.42900302114804,804,0,"United Kingdom",1,1,1,"United Kingdom"
"13543",543.969444444444,2,1439.61,719.805,7,329,2,"United Kingdom",1,0,1,"United Kingdom"
"13544",150.028472222222,5,627.15,125.43,1.3960396039604,282,0,"United Kingdom",0,0,3,"United Kingdom"
"13545",300.057638888889,2,364.93,182.465,4.66666666666667,252,2,"United Kingdom",1,0,1,"United Kingdom"
"13546",110.025,3,647.41,215.803333333333,4.16049382716049,337,0,"United Kingdom",0,0,3,"United Kingdom"
"13547",317.941666666667,1,167.08,167.08,1.79545454545455,79,0,"United Kingdom",1,0,1,"United Kingdom"
"13548",5.91666666666667,3,901.44,300.48,3.03260869565217,558,2,"United Kingdom",1,0,3,"United Kingdom"
"13549",51.9784722222222,6,849.65,141.608333333333,9.94117647058824,507,1,"United Kingdom",0,0,3,"United Kingdom"
"13550",292.893055555556,1,342.55,342.55,10.2380952380952,430,1,"United Kingdom",1,0,1,"United Kingdom"
"13551",228.919444444444,2,244.2,122.1,7.2,36,0,"United Kingdom",1,0,3,"United Kingdom"
"13552",33.0569444444444,19,5971.76,314.303157894737,12.8563218390805,2237,12,"United Kingdom",0,1,3,"United Kingdom"
"13553",584.020138888889,1,499.6,499.6,2.25842696629213,201,0,"United Kingdom",1,0,1,"United Kingdom"
"13554",289.90625,7,1629.35,232.764285714286,2.94897959183673,578,1,"United Kingdom",1,0,1,"United Kingdom"
"13555",111.059722222222,11,6383.01,580.273636363636,9.44479495268139,2994,25,"United Kingdom",0,1,3,"United Kingdom"
"13556",338.8375,2,200.82,100.41,14.8888888888889,134,1,"United Kingdom",1,0,1,"United Kingdom"
"13557",190.025,12,2688.88,224.073333333333,12.8148148148148,2076,4,"United Kingdom",0,1,3,"United Kingdom"
"13559",422.123611111111,2,990,495,180,360,2,"United Kingdom",1,0,1,"United Kingdom"
"13561",125.007638888889,11,1803.4,163.945454545455,4.91266375545852,1125,3,"United Kingdom",1,0,3,"United Kingdom"
"13562",50.9013888888889,7,4248.58,606.94,8.22155688622754,1373,1,"United Kingdom",0,1,3,"United Kingdom"
"13563",49.8118055555556,1,310.88,310.88,3.74358974358974,146,1,"United Kingdom",0,0,3,"United Kingdom"
"13564",53.9284722222222,37,16498.97,445.918108108108,7.39833333333333,8878,20,"United Kingdom",1,1,2,"United Kingdom"
"13565",243.931944444444,2,284.76,142.38,4.74285714285714,166,0,"United Kingdom",0,0,1,"United Kingdom"
"13566",344.015972222222,3,831.76,277.253333333333,3.50253807106599,690,1,"United Kingdom",0,0,1,"United Kingdom"
"13567",337.999305555556,4,1079.29,269.8225,3.19900497512438,643,1,"United Kingdom",1,0,1,"United Kingdom"
"13568",82.9222222222222,1,187.05,187.05,1.53488372093023,66,0,"United Kingdom",1,0,3,"United Kingdom"
"13569",277.014583333333,3,497.74,165.913333333333,1.88617886178862,232,0,"United Kingdom",0,0,1,"United Kingdom"
"13570",152.968055555556,1,239.49,239.49,5.96296296296296,161,0,"United Kingdom",1,0,3,"United Kingdom"
"13571",2.05763888888889,21,3532.15,168.197619047619,4.47162426614481,2285,2,"United Kingdom",0,1,2,"United Kingdom"
"13572",115.035416666667,1,1384.25,1384.25,16.1818181818182,534,7,"United Kingdom",1,0,3,"United Kingdom"
"13573",162.91875,5,646.04,129.208,5.46153846153846,355,3,"United Kingdom",0,0,3,"United Kingdom"
"13574",320.973611111111,1,404.45,404.45,3.34065934065934,304,0,"United Kingdom",1,0,1,"United Kingdom"
"13575",43.0569444444444,2,218.75,109.375,8.69230769230769,113,0,"United Kingdom",0,0,3,"United Kingdom"
"13576",6.02986111111111,23,9326.19,405.48652173913,17.3160377358491,3671,39,"United Kingdom",0,1,2,"United Kingdom"
"13577",2.04583333333333,10,2995.48,299.548,9.65131578947368,1467,3,"United Kingdom",0,1,3,"United Kingdom"
"13578",318.9625,1,147.66,147.66,14.1111111111111,127,2,"United Kingdom",1,0,1,"United Kingdom"
"13579",278.861111111111,4,1072,268,8.77611940298507,588,2,"United Kingdom",0,0,1,"United Kingdom"
"13580",315.909027777778,1,107.75,107.75,9,45,0,"United Kingdom",1,0,1,"United Kingdom"
"13581",218.922916666667,2,280.53,140.265,3.60606060606061,119,0,"United Kingdom",1,0,3,"United Kingdom"
"13582",299.052777777778,2,241.68,120.84,9.63636363636364,106,0,"United Kingdom",1,0,1,"United Kingdom"
"13583",65.0902777777778,2,1445.031,722.5155,11.4270833333333,1097,4,"United Kingdom",1,0,3,"United Kingdom"
"13584",216.000694444444,3,385.7,128.566666666667,4.5,360,2,"United Kingdom",1,0,3,"United Kingdom"
"13585",440.011805555556,3,684.54,228.18,35.5384615384615,1386,16,"United Kingdom",1,0,1,"United Kingdom"
"13586",450.960416666667,1,127.28,127.28,1.9,38,0,"United Kingdom",1,0,1,"United Kingdom"
"13587",358.956944444444,3,961.1,320.366666666667,22,484,4,"United Kingdom",0,0,1,"United Kingdom"
"13588",9.06597222222222,4,1420.72,355.18,15.8461538461538,1648,5,"United Kingdom",0,0,3,"United Kingdom"
"13589",89.0041666666667,5,888.09,177.618,5.175,207,1,"United Kingdom",0,0,3,"United Kingdom"
"13590",60.0861111111111,16,5470.5,341.90625,11.6837837837838,4323,21,"United Kingdom",0,1,3,"United Kingdom"
"13591",113.952777777778,6,1753.04,292.173333333333,7.75308641975309,628,0,"United Kingdom",0,0,3,"United Kingdom"
"13592",115.150694444444,3,205.51,68.5033333333333,5.46153846153846,71,0,"United Kingdom",0,0,3,"United Kingdom"
"13593",17.96875,14,5493.29,392.377857142857,5.31862745098039,2170,3,"United Kingdom",1,1,3,"United Kingdom"
"13594",395.102083333333,1,136.35,136.35,5.28571428571429,37,0,"United Kingdom",0,0,1,"United Kingdom"
"13595",426.009722222222,3,784.48,261.493333333333,2.38461538461538,341,0,"United Kingdom",1,0,1,"United Kingdom"
"13597",309.913888888889,2,396.71,198.355,13.5882352941176,231,1,"United Kingdom",1,0,1,"United Kingdom"
"13598",404.978472222222,4,601.92,150.48,5.98245614035088,341,2,"United Kingdom",0,0,1,"United Kingdom"
"13599",66.0222222222222,20,6974.96,348.748,19.3362068965517,4486,35,"United Kingdom",0,1,2,"United Kingdom"
"13600",221.890972222222,2,518.42,259.21,14.609756097561,599,8,"United Kingdom",1,0,3,"United Kingdom"
"13601",120.831944444444,3,839.87,279.956666666667,5.34375,684,2,"United Kingdom",0,0,3,"United Kingdom"
"13602",291.025,3,596.28,198.76,7.74285714285714,271,1,"United Kingdom",0,0,1,"United Kingdom"
"13604",568.033333333333,1,717.62,717.62,11.5238095238095,242,2,"United Kingdom",1,0,1,"United Kingdom"
"13605",296.815277777778,2,522.67,261.335,8.0188679245283,425,1,"United Kingdom",1,0,1,"United Kingdom"
"13606",152.998611111111,2,246.63,123.315,6.48648648648649,240,4,"United Kingdom",0,0,3,"United Kingdom"
"13607",312.043055555556,1,400.3,400.3,7.41666666666667,178,0,"United Kingdom",0,0,1,"United Kingdom"
"13608",450.015277777778,1,232.05,232.05,3.23529411764706,110,0,"United Kingdom",1,0,1,"United Kingdom"
"13609",502.975,1,167.35,167.35,2.71428571428571,19,0,"United Kingdom",1,0,1,"United Kingdom"
"13610",19.9222222222222,12,1786.14,148.845,2.15317919075145,745,0,"United Kingdom",0,0,3,"United Kingdom"
"13611",80.0173611111111,9,2780.25,308.916666666667,8.89247311827957,1654,3,"United Kingdom",0,1,3,"United Kingdom"
"13612",542.025,1,818.29,818.29,8.88,444,0,"United Kingdom",1,0,1,"United Kingdom"
"13613",362.034027777778,5,1039.85,207.97,7.54237288135593,445,0,"United Kingdom",1,0,1,"United Kingdom"
"13614",73.9111111111111,4,1526.16,381.54,3.2258064516129,500,0,"United Kingdom",0,0,3,"United Kingdom"
"13615",228.186805555556,8,6272.53,784.06625,7.9291553133515,2910,3,"United Kingdom",1,1,3,"United Kingdom"
"13616",477.99375,2,283.85,141.925,4.91428571428571,172,0,"United Kingdom",1,0,1,"United Kingdom"
"13617",22.98125,7,1100.27,157.181428571429,5.28571428571429,481,1,"United Kingdom",0,0,3,"United Kingdom"
"13618",83.0701388888889,1,177.34,177.34,18.9230769230769,246,2,"United Kingdom",1,0,3,"United Kingdom"
"13619",454.049305555556,2,224.94,112.47,1.75555555555556,79,0,"United Kingdom",1,0,1,"United Kingdom"
"13620",437.908333333333,1,112.34,112.34,14.8,74,1,"United Kingdom",1,0,1,"United Kingdom"
"13621",26.1833333333333,1,213.85,213.85,18.0526315789474,343,1,"United Kingdom",1,0,3,"United Kingdom"
"13622",605.977777777778,1,658.95,658.95,11.84375,379,2,"United Kingdom",1,0,1,"United Kingdom"
"13623",119.859722222222,9,2344.49,260.498888888889,3.2453531598513,873,3,"United Kingdom",0,0,3,"United Kingdom"
"13624",297.963194444444,1,462.08,462.08,37.2727272727273,820,5,"United Kingdom",1,0,1,"United Kingdom"
"13625",506.083333333333,1,301.26,301.26,6.85714285714286,144,0,"United Kingdom",1,0,1,"United Kingdom"
"13626",162.114583333333,2,707.04,353.52,9.04545454545454,398,0,"United Kingdom",1,0,3,"United Kingdom"
"13627",85.9583333333333,5,1634.43,326.886,11.2673267326733,1138,3,"United Kingdom",0,0,3,"United Kingdom"
"13628",585.920833333333,1,310.14,310.14,6.625,106,0,"United Kingdom",1,0,1,"United Kingdom"
"13629",8.74722222222222,16,11296.86,706.05375,84.2564102564103,6572,58,"United Kingdom",0,1,3,"United Kingdom"
"13630",15.0958333333333,5,1361.46,272.292,15.9508196721311,973,6,"United Kingdom",0,0,3,"United Kingdom"
"13631",9.12013888888889,11,3070.42,279.129090909091,42.4545454545455,467,5,"United Kingdom",1,1,3,"United Kingdom"
"13632",83.01875,6,2339.14,389.856666666667,5.73584905660377,912,0,"United Kingdom",0,0,3,"United Kingdom"
"13634",15.9611111111111,14,4242.38,303.027142857143,4.94871794871795,1737,1,"United Kingdom",0,1,3,"United Kingdom"
"13635",352.113888888889,3,1928.13,642.71,12.07,1207,2,"United Kingdom",0,0,1,"United Kingdom"
"13636",31.9125,4,646.55,161.6375,8.26829268292683,339,0,"United Kingdom",0,0,3,"United Kingdom"
"13637",96.9763888888889,2,678.65,339.325,3.84615384615385,350,0,"United Kingdom",0,0,3,"United Kingdom"
"13639",346.114583333333,1,312.93,312.93,10.3684210526316,197,0,"United Kingdom",0,0,1,"United Kingdom"
"13640",520.886805555556,1,405,405,27,108,1,"United Kingdom",1,0,1,"United Kingdom"
"13641",550.217361111111,5,1016.47,203.294,24.9545454545455,1098,12,"United Kingdom",1,0,1,"United Kingdom"
"13642",125.011111111111,4,472.2,118.05,2.2,231,0,"United Kingdom",1,0,3,"United Kingdom"
"13643",8.08888888888889,9,1896.73,210.747777777778,8.57954545454546,755,0,"United Kingdom",0,0,3,"United Kingdom"
"13644",15.0395833333333,1,851.09,851.09,13.7291666666667,659,6,"United Kingdom",0,0,3,"United Kingdom"
"13645",29.8604166666667,1,252.1,252.1,31.6,158,3,"United Kingdom",1,0,3,"United Kingdom"
"13646",309.025694444444,2,326.25,163.125,1.36206896551724,79,0,"United Kingdom",1,0,1,"United Kingdom"
"13647",84.98125,6,2197.42,366.236666666667,14.3510638297872,1349,8,"United Kingdom",0,0,3,"United Kingdom"
"13648",309.919444444444,8,1764.02,220.5025,9.05660377358491,960,2,"United Kingdom",1,0,1,"United Kingdom"
"13649",166.040972222222,6,1453.68,242.28,7.24074074074074,782,1,"United Kingdom",1,0,3,"United Kingdom"
"13650",116.938194444444,6,2197.18,366.196666666667,9.89285714285714,1108,2,"United Kingdom",0,0,3,"United Kingdom"
"13651",291.129166666667,1,132.65,132.65,3.625,29,0,"United Kingdom",0,0,1,"United Kingdom"
"13652",166.145138888889,4,1805.21,451.3025,10.0862068965517,1170,3,"United Kingdom",0,0,3,"United Kingdom"
